fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	coverage	leaf_size_log	prob_corte	estimulos	ganancia	iteracion_bayesiana
20221120 194109	1222	1171950	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	564	1	1	1	0.1	50	0.5	FALSE	987353	0.0652705756682372	0.855828641289398	0.8608143399242	5.23177365528121	0.0245112437296576	16144	46592000	54
20221120 194931	1222	1171950	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	150	1	1	1	0.1	50	0.5	FALSE	987353	0.182643423614205	0.576433912061347	0.170505243236464	6.12019945169614	0.021032191491589	17699	45162000	55
20221120 201228	1222	1171950	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1267	1	1	1	0.1	50	0.5	FALSE	987353	0.0163037880614405	0.611371450101011	0.543508598101763	6.23326147930132	0.0202715303866359	18132	46296000	56
20221120 201748	1222	1171950	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	481	1	1	1	0.1	50	0.5	FALSE	987353	0.0736683073498873	0.673786897559669	0.186100524110158	5.16737116135565	0.0209630594365688	17618	45164000	57
20221120 203030	1222	1171950	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	455	1	1	1	0.1	50	0.5	FALSE	987353	0.0293205185309723	0.286949081737565	0.407531740289293	5.60972526475188	0.0208619698147918	17907	45226000	58
20221120 204404	1222	1171950	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	926	1	1	1	0.1	50	0.5	FALSE	987353	0.0646720989640179	0.642225245692624	0.812605037775665	5.36921801130949	0.0245689620731698	15513	47694000	59
20221120 205724	1222	1171950	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	902	1	1	1	0.1	50	0.5	FALSE	987353	0.0604674005557287	0.683832604119223	0.775645715765213	5.53072002793721	0.0180747229271265	18683	45114000	60
20221120 210943	1222	1171950	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	379	1	1	1	0.1	50	0.5	FALSE	987353	0.273885090666368	0.319390283952374	0.512682465169195	9.53075174185983	4.73692445543667e-05	15535	41890000	61
20221120 211642	1222	1171950	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	315	1	1	1	0.1	50	0.5	FALSE	987353	0.0671432675267327	0.620624028800812	0.871562811496671	5.28388961542914	0.0227091637733049	16997	46726000	62
20221120 222344	1222	1171950	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2705	1	1	1	0.1	50	0.5	FALSE	987353	0.0205947493203358	0.557389048824803	0.568630028476314	5.390322963172	0.020726802939603	17681	46638000	63
20221120 231023	1222	1171950	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	3856	1	1	1	0.1	50	0.5	FALSE	987353	0.00507634633467045	0.807238083989192	0.394917938217775	5.80779683787077	0.0233958807492481	16696	46768000	64
20221120 231808	1222	1171950	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	428	1	1	1	0.1	50	0.5	FALSE	987353	0.0825040926717244	0.680869252586008	0.88803147375289	5.36357789356075	0.018525166086636	18865	44670000	65
20221120 232224	1222	1171950	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	252	1	1	1	0.1	50	0.5	FALSE	987353	0.20322518094913	0.639197901545418	0.864982291966386	3.55056617308105	0.0224814184078612	18143	43474000	66
